Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024/06/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Czechia,CZE,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57430015201,46632762495,52094291285,54055999295,57491777930,61392199034,67360356469,70490159445,71071918981,74498502578,77959007201,84553520446,85692949790,91704977737,96963781222,1.02E+11,1.06E+11,1.15E+11,1.25E+11,1.29E+11,1.32E+11,1.37E+11,1.38E+11,1.45E+11,1.51E+11,1.54E+11,1.63E+11,1.74E+11,1.83E+11,1.98E+11,1.83E+11,2.02E+11,2.30E+11,2.34E+11
Germany,DEU,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64E+11,9.31E+11,9.84E+11,1.01E+12,1.05E+12,1.08E+12,1.12E+12,1.14E+12,1.16E+12,1.22E+12,1.26E+12,1.31E+12,1.32E+12,1.35E+12,1.40E+12,1.42E+12,1.48E+12,1.52E+12,1.58E+12,1.60E+12,1.66E+12,1.76E+12,1.81E+12,1.85E+12,1.91E+12,1.92E+12,2.05E+12,2.13E+12,2.25E+12,2.37E+12,2.28E+12,2.41E+12,2.72E+12,2.84E+12
Djibouti,DJI,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2103495831,2363953206,2669461832,2846127857,3109378396,3349019597,3601848677,4014735200,4699913087,4737815856,4794395349
Dominica,DMA,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421483464.6,486982214.3,562317788.7,564613017.4,532335921.9,540526987.9,583921400.6,532939174.4,562634622.5,599492380.8,643380444.7,595085499.5,724455289.9,,,,,
Denmark,DNK,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45768695493,48066386724,50613647929,51427820817,55996580294,58135462204,60765540416,64117243822,67228830607,67515843662,70105492420,70033946043,72884985654,73888048348,80042021817,83602941129,90019286469,95379367960,99905141728,98736534683,1.03E+11,1.06E+11,1.08E+11,1.11E+11,1.13E+11,1.16E+11,1.20E+11,1.27E+11,1.36E+11,1.42E+11,1.44E+11,1.59E+11,1.66E+11,1.78E+11
Dominican Republic,DOM,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16137272497,18575278501,21851359408,23165176438,24152746524,25478388393,27014887516,29241897185,31023631070,32500378257,35166268643,35446542017,38190022252,41352987757,41014015095,47968657386,53199882161,57951419497,64241213686,66621640456,72818295808,81178602374,86848821800,87586647154,93134446275,99814828418,1.07E+11,1.10E+11,1.19E+11,1.32E+11,1.35E+11,1.55E+11,1.76E+11,1.88E+11
Algeria,DZA,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42554819363,45140564205,47365988879,47752342273,49123151844,51524162117,55185153681,56372712091,59368115241,63432339069,67053230694,68153048240,73439854773,77944076981,86277302017,95215830410,1.02E+11,1.12E+11,1.24E+11,1.32E+11,1.41E+11,1.53E+11,1.73E+11,1.85E+11,2.00E+11,2.12E+11,2.22E+11,2.34E+11,2.45E+11,2.58E+11,2.55E+11,2.69E+11,3.03E+11,3.21E+11
East Asia & Pacific (excluding high income),EAP,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46E+11,9.42E+11,1.04E+12,1.16E+12,1.29E+12,1.47E+12,1.65E+12,1.78E+12,1.87E+12,2.05E+12,2.30E+12,2.53E+12,2.77E+12,3.01E+12,3.32E+12,3.75E+12,4.16E+12,4.76E+12,5.33E+12,5.67E+12,6.33E+12,7.24E+12,8.24E+12,8.73E+12,9.40E+12,1.01E+13,1.09E+13,1.19E+13,1.29E+13,1.40E+13,1.40E+13,1.56E+13,1.72E+13,
Early-demographic dividend,EAR,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94E+12,3.14E+12,3.34E+12,3.51E+12,3.72E+12,3.91E+12,4.24E+12,4.57E+12,4.72E+12,5.05E+12,5.46E+12,5.83E+12,6.09E+12,6.49E+12,7.04E+12,7.74E+12,8.49E+12,9.42E+12,1.02E+13,1.03E+13,1.11E+13,1.21E+13,1.35E+13,1.39E+13,1.47E+13,1.54E+13,1.63E+13,1.73E+13,1.87E+13,1.98E+13,1.94E+13,2.21E+13,2.57E+13,2.75E+13
East Asia & Pacific,EAS,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56E+12,2.77E+12,2.97E+12,3.19E+12,3.44E+12,3.75E+12,4.06E+12,4.28E+12,4.34E+12,4.64E+12,5.08E+12,5.46E+12,5.85E+12,6.21E+12,6.67E+12,7.32E+12,7.94E+12,8.77E+12,9.50E+12,9.87E+12,1.07E+13,1.19E+13,1.31E+13,1.38E+13,1.45E+13,1.53E+13,1.61E+13,1.72E+13,1.84E+13,1.95E+13,1.93E+13,2.11E+13,2.35E+13,
Europe & Central Asia (excluding high income),ECA,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.63E+11,5.32E+11,4.93E+11,5.13E+11,5.48E+11,5.86E+11,5.77E+11,5.90E+11,6.42E+11,6.60E+11,6.97E+11,7.53E+11,8.53E+11,9.57E+11,1.08E+12,1.22E+12,1.37E+12,1.33E+12,1.49E+12,1.71E+12,1.85E+12,1.97E+12,2.03E+12,2.04E+12,2.11E+12,2.23E+12,2.35E+12,2.53E+12,2.52E+12,2.85E+12,3.38E+12,3.95E+12
Europe & Central Asia,ECS,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97E+12,5.17E+12,5.41E+12,5.56E+12,5.72E+12,5.86E+12,6.13E+12,6.42E+12,6.63E+12,6.92E+12,7.45E+12,7.85E+12,8.16E+12,8.47E+12,9.02E+12,9.51E+12,1.02E+13,1.09E+13,1.17E+13,1.16E+13,1.22E+13,1.29E+13,1.34E+13,1.38E+13,1.41E+13,1.42E+13,1.49E+13,1.56E+13,1.64E+13,1.75E+13,1.67E+13,1.87E+13,2.15E+13,2.32E+13
Ecuador,ECU,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35627187885,40082443509,42827473861,45405714696,50549682492,56732795417,61708896063,66610153441,73495223837,71496877852,80216320585,88269565211,98168490181,1.04E+11,1.08E+11,1.08E+11,1.07E+11,1.14E+11,1.22E+11,1.28E+11,1.19E+11,1.41E+11,1.61E+11,1.68E+11
"Egypt, Arab Rep.",EGY,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34E+11,1.39E+11,1.55E+11,1.62E+11,1.75E+11,1.81E+11,2.02E+11,2.29E+11,2.41E+11,2.50E+11,2.81E+11,2.96E+11,3.03E+11,3.23E+11,3.40E+11,3.72E+11,4.04E+11,4.69E+11,4.95E+11,5.40E+11,5.60E+11,6.04E+11,7.82E+11,7.83E+11,8.19E+11,8.58E+11,8.49E+11,9.20E+11,1.06E+12,1.13E+12,1.26E+12,1.39E+12,1.49E+12,1.50E+12
Euro area,EMU,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93E+12,3.11E+12,3.26E+12,3.32E+12,3.44E+12,3.58E+12,3.72E+12,3.87E+12,4.03E+12,4.24E+12,4.52E+12,4.73E+12,4.87E+12,4.98E+12,5.18E+12,5.41E+12,5.69E+12,5.94E+12,6.21E+12,6.16E+12,6.38E+12,6.62E+12,6.65E+12,6.80E+12,6.92E+12,7.01E+12,7.41E+12,7.69E+12,8.04E+12,8.53E+12,8.01E+12,8.76E+12,1.00E+13,1.07E+13
Eritrea,ERI,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4840253083,,,,,,,,,,,,
Spain,ESP,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08E+11,3.28E+11,3.44E+11,3.45E+11,3.56E+11,3.70E+11,3.84E+11,4.07E+11,4.32E+11,4.59E+11,5.02E+11,5.44E+11,5.83E+11,6.02E+11,6.35E+11,6.78E+11,7.33E+11,7.67E+11,7.95E+11,7.60E+11,7.78E+11,7.86E+11,7.81E+11,7.93E+11,8.23E+11,8.54E+11,9.02E+11,9.54E+11,9.84E+11,1.05E+12,9.14E+11,1.04E+12,1.19E+12,1.31E+12
Estonia,EST,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4302962728,4132535584,4433698381,4854019500,5594859037,5844093450,5939508237,6592634775,7174170065,8228309878,9121716039,10061531606,11128414290,12562113947,13987607489,14172074988,12579040728,13174334978,14256856574,15216566900,16263488640,16945861207,17578544347,18853701511,19735576828,21220128179,23110344474,22629743457,25149634989,28468509491,30405485729
Ethiopia,ETH,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66924740421,80916938142,88883893113,1.03E+11,1.20E+11,1.34E+11,1.49E+11,1.61E+11,1.87E+11,2.09E+11,2.33E+11,2.86E+11,3.30E+11
European Union,EUU,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41E+12,3.56E+12,3.72E+12,3.78E+12,3.93E+12,4.09E+12,4.28E+12,4.44E+12,4.64E+12,4.87E+12,5.19E+12,5.44E+12,5.63E+12,5.77E+12,6.04E+12,6.29E+12,6.64E+12,6.98E+12,7.35E+12,7.31E+12,7.60E+12,7.92E+12,8.00E+12,8.17E+12,8.33E+12,8.48E+12,8.96E+12,9.34E+12,9.80E+12,1.04E+13,9.88E+12,1.08E+13,1.24E+13,1.32E+13
Fragile and conflict affected situations,FCS,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41540985342,41631606543,40952658605,40854356149,42791582366,45845060329,48404916384,51275774601,54545102387,57386746551,60862318834,62817058356,65694635337,68780088836,73712656604,76540481831,82472943562,89887718250,96563074135,96190267400,1.01E+11,1.08E+11,1.10E+11,1.13E+11,1.15E+11,1.18E+11,1.24E+11,1.28E+11,1.34E+11,1.40E+11,1.37E+11,1.48E+11,1.65E+11,1.75E+11
Fiji,FJI,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775391118,1727471727,1948671495,2069757828,2246972915,2362078101,2202412496,2169395508,1942071437,2491648545,2773849804,2999704876,2856923529,3142343650,3828260943,4204565486,4855178802,4818888618,4713854146,4357383349,4474480352,4501974048,4916275154,5132386990,6083406851,6105635117,6689799854,7125428853,7639042617,8164213233,7700612848,7767661842,8439225151,
France,FRA,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53E+11,5.75E+11,5.97E+11,6.12E+11,6.35E+11,6.59E+11,6.88E+11,7.08E+11,7.44E+11,7.77E+11,8.51E+11,9.13E+11,9.46E+11,9.42E+11,9.77E+11,1.03E+12,1.08E+12,1.13E+12,1.17E+12,1.18E+12,1.23E+12,1.28E+12,1.29E+12,1.34E+12,1.36E+12,1.36E+12,1.43E+12,1.46E+12,1.51E+12,1.62E+12,1.56E+12,1.71E+12,1.91E+12,2.04E+12
Faroe Islands,FRO,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228889683,,,,1481311150,,
"Micronesia, Fed. Sts.",FSM,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160834546,2145165789,2646882938,2732968200,2784872213,2665578541,3040506733,2746068205,3238420716,3362813654,3268939918,3532200237,3733467944,3810478802,3982392988,4183223803,4690824736,4974778860,5243662658,5446185578,5952903523,6584893676,7415116549,8186801794,8985885963,9639203669,10373365796,10801306077,11148634222,11542484599,11792009143,12281441459,13232626219,13922637205
United Kingdom,GBR,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47E+11,5.54E+11,5.78E+11,6.18E+11,6.53E+11,6.81E+11,7.39E+11,7.93E+11,8.17E+11,8.58E+11,9.36E+11,1.00E+12,1.03E+12,1.08E+12,1.16E+12,1.18E+12,1.25E+12,1.30E+12,1.33E+12,1.27E+12,1.32E+12,1.37E+12,1.40E+12,1.45E+12,1.50E+12,1.52E+12,1.64E+12,1.70E+12,1.78E+12,1.89E+12,1.66E+12,1.89E+12,2.12E+12,2.22E+12
Georgia,GEO,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9990406795,7730831150,9387958967,10233816573,9122006115,8516189953,10058693965,9584129540,10086642399,12127536409,12990328559,13904474338,18193514114,19713254472,22430202788,21664521634,21905255373,24712021106,28514714435,28082741636,29739639397,30493300458,29770924783,31661575961,33482983757,35760229067,39584718752,46072540478,47915226771,50507771295
Ghana,GHA,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15395523589,16775982274,18881738129,19721292579,20227550562,20082349687,20198485681,22456115521,23213624968,29044386054,27775865802,27957660742,33101536595,34796780912,36124671789,39611014241,44463584930,56423666171,66854572394,63989299424,77717997579,87823057051,1.02E+11,1.01E+11,1.02E+11,1.02E+11,1.05E+11,1.17E+11,1.20E+11,1.35E+11,1.35E+11,1.46E+11,1.62E+11,1.79E+11
Gibraltar,GIB,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7283320290,7550518167,14467287319,15772673461,15293701397,15440769309,14195983839,14198831391,15896319827,17435873649,17868022334,19700896625,22812399865,24799476643,27066736700,30014300533,31832947776,35399469041,40846604037,31983512798
"Gambia, The",GMB,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440286251.4,514168217.9,517776402.2,606445359.3,671758976.9,601569604.3,720034602.8,691249452.6,787553613.3,849371957.6,967084458.9,1047313484,1199479905,1407889334,2738957532,2808885082,2640991566,2821562914,3258902278,3360934916,3755526673,3271004865,3227348600,3549638242,3531866814,3558397523,3609927969,4048637776,4776577344,5291597338,5676452975,6215843396,6333266023,6523867621
Guinea-Bissau,GNB,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955273543.3,1106182283,1145915402,1182193322,1386704994,1578559897,1620761731,1670439152,1316559330,1461048584,1002567274,1117328154,998698284.6,951438700.8,1057707664,1214478440,1312065507,1272806291,1518824902,1453070075,1532864187,1678811305,1800162235,1800945067,1838442150,2164325168,2351327088,2633103189,2643682802,2659083267,2427408597,2952707500,3269485259,
Equatorial Guinea,GNQ,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168546263,3754735905,4348474486,4897616564,5361566135,5853239183,6246343184,7307431716,8797096702,9365030380,9691109799,10235213669,11013106951,11804557213,12579708934,11461132553,12473925419,13465664467,
Greece,GRC,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80593635378,85694927195,89978914221,91514598607,95241228926,99700253675,1.05E+11,1.10E+11,1.16E+11,1.21E+11,1.28E+11,1.39E+11,1.52E+11,1.58E+11,1.67E+11,1.74E+11,1.85E+11,1.94E+11,2.12E+11,2.10E+11,1.92E+11,1.83E+11,1.74E+11,1.74E+11,1.78E+11,1.75E+11,1.80E+11,1.87E+11,1.94E+11,2.05E+11,1.87E+11,2.05E+11,2.41E+11,2.58E+11
Grenada,GRD,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195196284,,,,1328640326,,
Guatemala,GTM,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21854043404,23654962780,25451176484,27980993594,30566115714,32876067185,34722432752,36733505605,39325546440,41500766755,44407196157,47332534714,49048732219,51664482662,54598894204,57892206149,62073658248,67695154799,72982541935,71525595076,75855130033,81319386610,90520339478,93400398346,1.01E+11,1.08E+11,1.15E+11,1.20E+11,1.29E+11,1.40E+11,1.42E+11,1.66E+11,1.91E+11,2.02E+11
Guam,GUM,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2719357058,2922963115,2976880492,3040332760,3097023170,3045888160,3182874625,3227241575,3256286846,3179842071,3442031317,,
Guyana,GUY,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979226924,1908596547,1905530121,2111144226,2220645238,2395586047,2532870846,2644003586,2581296703,2406754106,2477303870,3151933993,,,,,,,,,,,,,,,,,,
High income,HIC,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07E+13,1.12E+13,1.18E+13,1.24E+13,1.30E+13,1.35E+13,1.42E+13,1.49E+13,1.55E+13,1.63E+13,1.76E+13,1.84E+13,1.92E+13,2.00E+13,2.12E+13,2.25E+13,2.39E+13,2.53E+13,2.65E+13,2.62E+13,2.73E+13,2.87E+13,2.96E+13,3.05E+13,3.15E+13,3.21E+13,3.32E+13,3.45E+13,3.62E+13,3.78E+13,3.64E+13,4.05E+13,4.52E+13,
"Hong Kong SAR, China",HKG,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65429241607,72868752182,79731277387,86327762015,94025425604,98012553453,1.04E+11,1.11E+11,1.05E+11,1.07E+11,1.17E+11,1.23E+11,1.23E+11,1.24E+11,1.36E+11,1.47E+11,1.59E+11,1.81E+11,1.89E+11,1.84E+11,1.97E+11,2.17E+11,2.29E+11,2.32E+11,2.38E+11,2.52E+11,2.56E+11,2.77E+11,2.98E+11,3.04E+11,2.71E+11,2.92E+11,3.09E+11,3.56E+11
Honduras,HND,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5549731772,5679359258,6111849449,6678555226,6928850043,7234950052,7771458789,8485497512,8978394291,9308641071,12488149369,13319376984,13858383506,14664414218,15766815187,17366109411,19655449289,21434568672,23062361348,22487155141,23574590139,25341903907,28407316918,29891223528,31453086105,33617109886,36346247980,39347974219,41593001976,43833884426,40095309815,48612946595,56394660248,59970357716
Heavily indebted poor countries (HIPC),HPC,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38E+11,2.56E+11,2.68E+11,3.07E+11,2.89E+11,3.10E+11,3.37E+11,3.72E+11,3.88E+11,4.15E+11,4.38E+11,4.61E+11,4.97E+11,5.52E+11,6.08E+11,6.60E+11,7.22E+11,7.53E+11,8.13E+11,8.84E+11,9.91E+11,1.04E+12,1.13E+12,1.21E+12,1.29E+12,1.36E+12,1.46E+12,1.56E+12,1.56E+12,1.68E+12,1.87E+12,2.03E+12
Croatia,HRV,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20551952208,21380798504,24356903281,24429394334,24177661562,26225634183,28154813157,31632874409,33531953013,35383263656,36874452705,39237228860,42558967940,47008570671,44501170331,45152169540,47541751066,48517398406,49850247436,49556315677,49876946188,52553313709,54892334265,57699535428,62397144394,59874104471,69188749794,81514546588,87265388049
Haiti,HTI,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15727329233,16268382350,16659777783,15996893503,16694820279,17715633050,18315076352,19798903795,20075245058,23034310799,22545055021,24265269726,26136638287,27515006951,28642819750,28353324993,30045214663,30296111135,30968980234,30703311283,29747348361,31182943563,32722118366,32425842485
Hungary,HUN,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44849586531,46860982895,50130221340,51408740729,48642614574,48451052618,50330596918,53532099744,58183234202,63321246230,68731657541,76262447636,83618852992,85899353654,89825060621,92723132701,95002060469,99823070889,98292237616,1.01E+11,1.08E+11,1.09E+11,1.12E+11,1.14E+11,1.16E+11,1.24E+11,1.29E+11,1.38E+11,1.50E+11,1.47E+11,1.59E+11,1.86E+11,1.91E+11
IBRD only,IBD,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36E+12,4.66E+12,4.97E+12,5.22E+12,5.53E+12,5.92E+12,6.42E+12,6.89E+12,7.13E+12,7.58E+12,8.33E+12,8.94E+12,9.48E+12,1.02E+13,1.11E+13,1.23E+13,1.37E+13,1.54E+13,1.71E+13,1.75E+13,1.91E+13,2.13E+13,2.38E+13,2.48E+13,2.61E+13,2.71E+13,2.87E+13,3.07E+13,3.33E+13,3.57E+13,3.52E+13,4.00E+13,4.54E+13,
IDA & IBRD total,IBT,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06E+12,5.39E+12,5.75E+12,6.04E+12,6.39E+12,6.86E+12,7.41E+12,7.95E+12,8.23E+12,8.77E+12,9.61E+12,1.03E+13,1.09E+13,1.17E+13,1.28E+13,1.42E+13,1.57E+13,1.77E+13,1.95E+13,2.00E+13,2.17E+13,2.41E+13,2.70E+13,2.81E+13,2.97E+13,3.09E+13,3.27E+13,3.49E+13,3.78E+13,4.05E+13,4.01E+13,4.55E+13,5.16E+13,
IDA total,IDA,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69E+11,9.07E+11,9.75E+11,1.02E+12,1.06E+12,1.18E+12,1.21E+12,1.30E+12,1.35E+12,1.48E+12,1.57E+12,1.70E+12,1.77E+12,1.89E+12,2.05E+12,2.26E+12,2.44E+12,2.69E+12,2.86E+12,2.90E+12,3.08E+12,3.37E+12,3.79E+12,3.94E+12,4.23E+12,4.50E+12,4.76E+12,5.03E+12,5.44E+12,5.79E+12,5.82E+12,6.49E+12,7.27E+12,7.56E+12
IDA blend,IDB,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54E+11,1.73E+11,1.85E+11,2.05E+11,2.30E+11,2.65E+11,2.99E+11,3.36E+11,3.61E+11,3.84E+11,4.03E+11,4.51E+11,4.86E+11,5.18E+11,5.60E+11,6.11E+11,6.53E+11,7.58E+11,8.53E+11,8.93E+11,1.01E+12,1.12E+12,1.26E+12,1.29E+12,1.35E+12,1.38E+12,1.44E+12,1.50E+12,1.59E+12,1.70E+12,1.69E+12,1.76E+12,2.01E+12,2.21E+12
